WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.505283361000068 51.515945217000080)",Unfall 101493 (2019) Kat:2, Licht: 2,101493,2,1,0,03,19,4,1,2,0,0,0,1,0,0
"POINT (7.498224589000074 51.553900319000036)",Unfall 101494 (2019) Kat:3, Licht: 0,101494,3,6,5,03,11,4,0,0,0,0,0,0,0,1
"POINT (7.458784577000074 51.502465518000065)",Unfall 101496 (2019) Kat:2, Licht: 0,101496,2,2,5,03,16,4,1,0,0,1,0,1,0,0
"POINT (7.389756261000059 51.508472289000053)",Unfall 101524 (2019) Kat:3, Licht: 0,101524,3,6,2,03,14,6,0,0,0,1,0,0,0,0
"POINT (7.427112176000037 51.497837738000044)",Unfall 101646 (2019) Kat:3, Licht: 2,101646,3,6,2,03,23,3,0,2,0,1,0,0,0,0
"POINT (7.459838488000059 51.470949874000041)",Unfall 101705 (2019) Kat:2, Licht: 0,101705,2,2,6,03,12,2,1,0,0,1,1,0,0,0
"POINT (7.502988971000036 51.490257013000075)",Unfall 101706 (2019) Kat:3, Licht: 0,101706,3,6,2,03,13,2,1,0,0,1,0,0,0,1
"POINT (7.596237247000033 51.495446309000044)",Unfall 101708 (2019) Kat:2, Licht: 0,101708,2,1,8,03,06,2,0,0,0,1,0,0,0,0
"POINT (7.462270457000045 51.548634413000059)",Unfall 101712 (2019) Kat:3, Licht: 0,101712,3,4,6,03,13,2,0,0,0,1,1,0,0,0
"POINT (7.450429863000068 51.499282024000081)",Unfall 101719 (2019) Kat:3, Licht: 0,101719,3,1,7,03,07,4,0,0,1,0,0,0,0,0
