WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.000605540000038 51.465808269000036)",Unfall 98660 (2019) Kat:2, Licht: 0,98660,2,6,1,02,13,2,0,0,0,1,0,1,0,0
"POINT (6.954379315000040 51.399606333000065)",Unfall 98771 (2019) Kat:3, Licht: 0,98771,3,3,5,02,09,1,1,0,0,1,0,0,0,0
"POINT (6.998595965000050 51.441738435000048)",Unfall 98772 (2019) Kat:3, Licht: 0,98772,3,7,6,02,14,1,0,0,0,1,1,0,0,0
"POINT (7.021374103000028 51.381228494000027)",Unfall 98829 (2019) Kat:2, Licht: 1,98829,2,1,8,02,17,4,0,1,0,1,0,0,0,0
"POINT (6.950983618000066 51.401023457000065)",Unfall 98830 (2019) Kat:3, Licht: 2,98830,3,6,2,02,19,4,0,2,0,1,0,0,0,0
"POINT (7.002145364000057 51.434434578000037)",Unfall 98831 (2019) Kat:3, Licht: 0,98831,3,3,5,02,14,4,0,0,0,1,0,0,0,0
"POINT (6.970240585000056 51.478169190000074)",Unfall 99011 (2019) Kat:3, Licht: 0,99011,3,5,6,02,12,6,1,0,0,1,1,0,0,0
"POINT (7.035446456000045 51.445450055000038)",Unfall 99012 (2019) Kat:3, Licht: 0,99012,3,6,3,02,14,6,0,0,0,1,0,0,0,1
"POINT (7.081578387000036 51.468845437000027)",Unfall 99022 (2019) Kat:2, Licht: 0,99022,2,1,8,02,11,3,0,0,0,1,0,0,0,0
"POINT (7.003326746000028 51.478980779000040)",Unfall 99086 (2019) Kat:3, Licht: 2,99086,3,4,6,02,20,1,1,2,0,1,1,0,0,0
"POINT (6.993017076000058 51.413164259000041)",Unfall 99087 (2019) Kat:3, Licht: 2,99087,3,3,3,02,18,1,1,2,0,1,0,0,0,1
"POINT (7.064753049000046 51.463561444000050)",Unfall 99104 (2019) Kat:2, Licht: 2,99104,2,1,9,02,04,1,1,2,0,1,0,0,0,0
"POINT (7.024030264000032 51.453265155000054)",Unfall 99169 (2019) Kat:3, Licht: 0,99169,3,6,2,02,15,7,0,0,0,1,0,0,0,0
"POINT (6.990077439000061 51.445515659000080)",Unfall 99188 (2019) Kat:2, Licht: 1,99188,2,6,2,02,17,4,0,1,0,1,0,0,0,0
"POINT (7.037210572000049 51.443500451000034)",Unfall 99191 (2019) Kat:2, Licht: 0,99191,2,1,8,02,14,4,0,0,0,1,0,0,0,0
"POINT (7.009992145000069 51.492762042000038)",Unfall 99291 (2019) Kat:2, Licht: 0,99291,2,6,2,02,12,3,0,0,0,1,0,0,0,0
"POINT (6.977485324000043 51.449818464000032)",Unfall 99292 (2019) Kat:3, Licht: 0,99292,3,7,0,02,10,3,0,0,0,0,0,0,0,1
"POINT (7.032101324000053 51.450295138000058)",Unfall 99293 (2019) Kat:3, Licht: 2,99293,3,2,6,02,19,3,0,2,0,1,1,0,0,0
"POINT (6.963973821000025 51.475746259000061)",Unfall 99343 (2019) Kat:3, Licht: 0,99343,3,7,0,02,12,6,0,0,0,1,0,0,0,1
"POINT (7.050255941000046 51.427912478000053)",Unfall 99345 (2019) Kat:3, Licht: 0,99345,3,6,3,02,12,6,1,0,1,1,0,0,0,0
"POINT (7.104603390000023 51.458270697000046)",Unfall 99348 (2019) Kat:2, Licht: 0,99348,2,3,5,02,15,6,0,0,0,1,0,0,0,0
"POINT (7.016488091000042 51.425944739000045)",Unfall 99433 (2019) Kat:3, Licht: 0,99433,3,6,3,02,17,2,0,0,0,1,0,0,0,1
"POINT (7.015467023000042 51.461935128000050)",Unfall 99435 (2019) Kat:3, Licht: 0,99435,3,6,2,02,07,2,1,0,0,1,0,0,0,0
"POINT (6.957408099000077 51.477935011000056)",Unfall 99525 (2019) Kat:3, Licht: 2,99525,3,7,7,02,22,5,0,2,0,1,0,0,0,1
"POINT (6.964198482000029 51.461549651000041)",Unfall 99528 (2019) Kat:3, Licht: 0,99528,3,5,1,02,09,5,1,0,0,1,0,0,0,0
"POINT (7.003067991000023 51.447457045000078)",Unfall 99529 (2019) Kat:3, Licht: 0,99529,3,6,3,02,13,5,0,0,0,1,0,0,0,0
"POINT (7.067828887000076 51.489307877000044)",Unfall 99647 (2019) Kat:3, Licht: 2,99647,3,5,1,02,19,6,0,2,0,1,0,0,0,0
"POINT (7.009313406000047 51.487276403000067)",Unfall 99651 (2019) Kat:3, Licht: 0,99651,3,7,3,02,08,6,0,0,0,1,0,0,0,0
"POINT (6.924783791000039 51.487678823000067)",Unfall 99652 (2019) Kat:3, Licht: 0,99652,3,3,5,02,11,6,0,0,0,1,0,0,0,1
"POINT (6.926640374000044 51.477082773000063)",Unfall 99653 (2019) Kat:3, Licht: 0,99653,3,2,4,02,13,6,0,0,0,1,0,1,0,0
"POINT (6.988740787000040 51.382767798000032)",Unfall 99656 (2019) Kat:3, Licht: 0,99656,3,7,0,02,15,6,0,0,1,0,1,0,0,0
"POINT (7.076903902000026 51.444135348000032)",Unfall 99658 (2019) Kat:3, Licht: 0,99658,3,3,5,02,08,6,0,0,1,1,0,0,0,0
"POINT (6.993673941000054 51.491704497000057)",Unfall 99739 (2019) Kat:3, Licht: 0,99739,3,1,0,02,15,1,0,0,1,0,0,0,0,0
"POINT (7.043556468000077 51.382989599000041)",Unfall 99742 (2019) Kat:2, Licht: 0,99742,2,3,5,02,11,1,0,0,0,1,0,1,0,0
"POINT (7.013272571000073 51.450408404000029)",Unfall 99743 (2019) Kat:2, Licht: 0,99743,2,1,0,02,14,1,0,0,1,0,0,0,0,0
"POINT (7.012499773000059 51.461987201000056)",Unfall 99746 (2019) Kat:3, Licht: 2,99746,3,7,5,02,01,1,0,2,0,1,0,0,0,0
"POINT (7.076978764000046 51.451530214000059)",Unfall 99894 (2019) Kat:2, Licht: 2,99894,2,4,6,02,07,5,1,2,0,1,1,0,0,0
"POINT (6.912710047000076 51.475457547000076)",Unfall 99956 (2019) Kat:3, Licht: 0,99956,3,6,2,02,17,7,0,0,0,0,0,1,0,0
"POINT (7.015466236000066 51.461933585000054)",Unfall 99960 (2019) Kat:3, Licht: 0,99960,3,6,2,02,15,7,0,0,0,1,0,0,0,1
"POINT (7.037288525000065 51.442323907000059)",Unfall 99977 (2019) Kat:2, Licht: 0,99977,2,6,2,02,16,5,0,0,0,1,0,0,0,0
"POINT (7.027905578000059 51.512930965000066)",Unfall 100022 (2019) Kat:3, Licht: 0,100022,3,6,2,02,14,7,0,0,0,1,0,0,0,0
"POINT (6.972082414000056 51.485156646000064)",Unfall 100060 (2019) Kat:3, Licht: 0,100060,3,6,2,02,16,4,0,0,0,1,0,0,0,0
