WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (11.526160988999999 48.140515155000003)",Unfall 62716 (2016) Kat:3, Licht: 0,62716,3,6,2,01,10,4,,0,0,1,0,0,0,0
"POINT (11.534309330999999 48.187038932999997)",Unfall 62721 (2016) Kat:3, Licht: 0,62721,3,6,3,01,12,7,,0,0,1,0,0,0,1
"POINT (11.537037630000000 48.151736100000001)",Unfall 62779 (2016) Kat:2, Licht: 2,62779,2,6,3,01,23,7,,2,0,1,0,1,0,0
"POINT (11.445346296000000 48.148480614000000)",Unfall 62806 (2016) Kat:3, Licht: 2,62806,3,2,6,01,19,1,,2,0,1,1,0,0,0
"POINT (11.619049536000000 48.118162570000003)",Unfall 62861 (2016) Kat:3, Licht: 2,62861,3,3,5,01,22,7,,2,0,1,0,0,0,0
"POINT (11.615909887000001 48.153925010000002)",Unfall 62879 (2016) Kat:3, Licht: 0,62879,3,3,5,02,10,2,,0,0,1,0,0,0,1
"POINT (11.507504471000001 48.125462257000002)",Unfall 62882 (2016) Kat:3, Licht: 2,62882,3,6,2,01,17,4,,2,0,1,0,0,0,1
"POINT (11.496255743000001 48.125109848999998)",Unfall 62888 (2016) Kat:3, Licht: 2,62888,3,6,2,01,19,4,,2,0,1,0,0,0,0
"POINT (11.613947218000000 48.104619266000000)",Unfall 62934 (2016) Kat:2, Licht: 0,62934,2,6,2,01,14,7,,0,0,1,0,0,0,0
"POINT (11.430744241999999 48.179763323000003)",Unfall 62948 (2016) Kat:3, Licht: 2,62948,3,1,9,02,05,2,,2,0,1,0,0,0,0
"POINT (11.480317156000000 48.216654327999997)",Unfall 63001 (2016) Kat:3, Licht: 2,63001,3,3,5,02,05,6,,2,1,1,0,0,0,0
"POINT (11.538771374000000 48.091100030000000)",Unfall 63014 (2016) Kat:3, Licht: 0,63014,3,3,5,02,07,4,,0,0,1,0,0,0,0
"POINT (11.626374620000000 48.215101642000000)",Unfall 63015 (2016) Kat:3, Licht: 0,63015,3,6,2,02,07,2,,0,0,1,0,0,0,0
"POINT (11.505650666999999 48.142808191000000)",Unfall 63025 (2016) Kat:3, Licht: 2,63025,3,5,1,02,19,5,,2,0,1,0,0,0,0
"POINT (11.632165439000000 48.221285127999998)",Unfall 63066 (2016) Kat:3, Licht: 2,63066,3,6,2,02,04,4,,2,0,1,0,0,1,0
"POINT (11.467282399000000 48.114692890999997)",Unfall 63072 (2016) Kat:3, Licht: 0,63072,3,6,2,02,08,3,,0,0,1,0,0,0,0
"POINT (11.629086664000001 48.128727263000002)",Unfall 63076 (2016) Kat:3, Licht: 0,63076,3,3,5,02,14,2,,0,1,1,0,0,0,0
