WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.192495618000066 51.452395828000078)",Unfall 99822 (2019) Kat:3, Licht: 0,99822,3,6,2,02,15,1,0,0,0,1,0,0,0,0
"POINT (7.191245833000039 51.476496587000042)",Unfall 99964 (2019) Kat:3, Licht: 0,99964,3,5,3,02,15,5,0,0,1,1,0,0,0,0
"POINT (7.202372785000023 51.490577849000033)",Unfall 99965 (2019) Kat:3, Licht: 0,99965,3,6,2,02,17,5,0,0,0,1,0,0,0,1
"POINT (7.213407443000051 51.491047510000044)",Unfall 99968 (2019) Kat:2, Licht: 0,99968,2,5,3,02,14,5,0,0,1,1,0,0,0,0
"POINT (7.283639237000045 51.473216364000052)",Unfall 99978 (2019) Kat:3, Licht: 0,99978,3,6,2,02,16,5,0,0,0,1,0,0,0,0
"POINT (7.279644150000024 51.522408689000031)",Unfall 100249 (2019) Kat:3, Licht: 2,100249,3,4,6,02,20,3,0,2,0,1,1,0,0,0
"POINT (7.165553300000056 51.486398083000040)",Unfall 100250 (2019) Kat:3, Licht: 2,100250,3,4,6,02,06,3,0,2,0,1,1,0,0,0
"POINT (7.212387482000054 51.505718182000066)",Unfall 100251 (2019) Kat:2, Licht: 0,100251,2,2,5,02,11,3,1,0,1,1,0,0,0,0
"POINT (7.230112669000050 51.449398912000049)",Unfall 100306 (2019) Kat:3, Licht: 0,100306,3,3,5,02,15,5,0,0,0,1,0,1,0,0
"POINT (7.247372875000053 51.471932959000071)",Unfall 100307 (2019) Kat:3, Licht: 0,100307,3,6,0,02,10,5,0,0,0,0,1,0,0,1
"POINT (7.262663967000037 51.463077882000050)",Unfall 100429 (2019) Kat:3, Licht: 0,100429,3,2,2,02,15,7,0,0,0,1,0,0,0,0
"POINT (7.233986465000044 51.488323186000059)",Unfall 100522 (2019) Kat:3, Licht: 2,100522,3,6,1,02,19,6,0,2,0,1,0,0,0,1
"POINT (7.184969730000034 51.491999597000074)",Unfall 100535 (2019) Kat:3, Licht: 0,100535,3,6,2,02,12,6,0,0,0,1,0,0,0,0
"POINT (7.192980331000058 51.451007095000080)",Unfall 100569 (2019) Kat:3, Licht: 0,100569,3,2,5,02,18,1,0,0,1,1,0,0,0,0
"POINT (7.193877502000021 51.448422500000049)",Unfall 100576 (2019) Kat:3, Licht: 1,100576,3,1,0,02,18,1,0,1,1,0,0,0,0,0
"POINT (7.216400927000052 51.473316325000042)",Unfall 100592 (2019) Kat:3, Licht: 0,100592,3,1,0,02,16,1,0,0,1,0,0,0,0,0
"POINT (7.239357837000057 51.430069037000067)",Unfall 100656 (2019) Kat:3, Licht: 0,100656,3,6,8,02,17,4,0,0,1,1,0,0,0,0
"POINT (7.234087069000054 51.488209774000040)",Unfall 100718 (2019) Kat:3, Licht: 0,100718,3,2,5,02,07,3,0,0,0,1,0,0,0,0
"POINT (7.240910550000024 51.495070598000041)",Unfall 100743 (2019) Kat:2, Licht: 2,100743,2,1,8,02,00,3,0,2,0,1,0,0,0,0
"POINT (7.129927254000052 51.472663695000051)",Unfall 100858 (2019) Kat:3, Licht: 0,100858,3,6,2,02,07,4,0,0,0,1,0,0,0,0
"POINT (7.262278963000028 51.495367571000031)",Unfall 100881 (2019) Kat:3, Licht: 0,100881,3,6,2,02,17,2,0,0,0,1,0,0,0,0
"POINT (7.263834143000054 51.471146132000058)",Unfall 100888 (2019) Kat:3, Licht: 0,100888,3,4,6,02,07,2,0,0,0,1,1,0,0,0
"POINT (6.220128594000073 51.382966908000071)",Unfall 100912 (2019) Kat:3, Licht: 2,100912,3,6,3,02,19,2,0,2,0,1,0,0,0,0
"POINT (7.235451306000073 51.494253774000072)",Unfall 101028 (2019) Kat:2, Licht: 2,101028,2,1,9,03,05,1,1,2,0,1,0,0,0,0
"POINT (7.253136930000039 51.472294454000064)",Unfall 101045 (2019) Kat:3, Licht: 0,101045,3,7,0,03,09,6,0,0,0,1,0,0,0,0
"POINT (7.232666604000031 51.494960360000050)",Unfall 101068 (2019) Kat:3, Licht: 1,101068,3,6,2,03,17,6,1,1,0,1,0,0,0,0
