WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.656455767000068 51.954528830000072)",Unfall 101752 (2019) Kat:2, Licht: 0,101752,2,3,5,03,17,3,0,0,0,1,0,1,0,0
"POINT (7.531437970000070 51.982778927000027)",Unfall 101754 (2019) Kat:2, Licht: 0,101754,2,3,5,03,15,3,0,0,1,1,0,0,0,0
"POINT (7.624094789000026 51.948232968000070)",Unfall 101756 (2019) Kat:3, Licht: 0,101756,3,7,1,03,13,3,0,0,0,1,0,1,0,0
"POINT (7.619185725000023 51.952614128000050)",Unfall 101857 (2019) Kat:3, Licht: 2,101857,3,2,6,03,22,1,1,2,0,1,1,0,0,0
"POINT (7.631276401000037 51.954009493000058)",Unfall 101859 (2019) Kat:3, Licht: 2,101859,3,4,6,03,19,1,1,2,0,1,1,0,0,0
"POINT (7.565086457000064 51.906333573000040)",Unfall 101876 (2019) Kat:3, Licht: 2,101876,3,6,3,03,19,4,1,2,0,1,0,0,1,0
"POINT (7.640037293000034 51.948742850000031)",Unfall 101946 (2019) Kat:3, Licht: 2,101946,3,2,5,03,02,7,1,2,1,1,0,0,0,0
"POINT (7.644312929000023 51.955951569000035)",Unfall 101949 (2019) Kat:2, Licht: 0,101949,2,5,1,03,15,7,1,0,1,1,0,0,0,0
"POINT (7.631424865000042 51.937585940000076)",Unfall 102114 (2019) Kat:3, Licht: 0,102114,3,6,2,03,08,5,1,0,0,1,0,0,0,1
"POINT (7.627824911000062 51.911720282000033)",Unfall 102140 (2019) Kat:3, Licht: 0,102140,3,6,1,03,16,6,1,0,0,1,0,0,0,0
"POINT (7.675388919000056 51.949421125000072)",Unfall 102284 (2019) Kat:3, Licht: 2,102284,3,6,5,03,19,6,1,2,0,1,0,0,0,0
"POINT (7.631283782000025 51.948173534000034)",Unfall 102327 (2019) Kat:3, Licht: 1,102327,3,2,5,03,18,4,1,1,1,1,0,0,0,0
"POINT (7.625889824000069 51.955803978000063)",Unfall 102394 (2019) Kat:3, Licht: 0,102394,3,4,6,03,18,1,0,0,0,0,1,1,0,0
"POINT (7.661831266000036 51.953379393000034)",Unfall 102397 (2019) Kat:3, Licht: 0,102397,3,3,5,03,09,1,1,0,0,1,0,0,0,1
"POINT (7.647798701000056 51.904554885000039)",Unfall 102487 (2019) Kat:2, Licht: 0,102487,2,2,6,03,10,7,1,0,0,1,1,0,0,0
"POINT (7.587483737000071 51.962551261000044)",Unfall 102605 (2019) Kat:3, Licht: 0,102605,3,2,5,03,12,4,0,0,0,1,0,0,1,0
"POINT (7.635775979000073 51.972625642000082)",Unfall 102606 (2019) Kat:3, Licht: 0,102606,3,6,2,03,14,4,0,0,0,1,0,0,0,0
"POINT (7.645730459000049 51.945208415000081)",Unfall 102738 (2019) Kat:3, Licht: 0,102738,3,6,2,03,07,3,0,0,0,1,0,1,0,0
"POINT (7.649887985000021 51.993008622000048)",Unfall 102741 (2019) Kat:3, Licht: 2,102741,3,3,5,03,05,3,0,2,1,1,0,0,0,0
"POINT (7.602430983000033 51.920418818000030)",Unfall 102840 (2019) Kat:3, Licht: 0,102840,3,2,4,03,17,5,0,0,1,1,0,0,0,0
"POINT (7.645753649000028 51.955511299000079)",Unfall 102843 (2019) Kat:3, Licht: 0,102843,3,2,5,03,12,5,0,0,1,1,0,0,0,0
"POINT (7.614156670000057 51.968061942000077)",Unfall 102846 (2019) Kat:3, Licht: 0,102846,3,6,2,03,10,5,0,0,0,1,0,0,0,0
"POINT (7.612040675000060 51.943956066000055)",Unfall 102848 (2019) Kat:3, Licht: 0,102848,3,6,2,03,08,5,0,0,0,1,0,0,0,0
"POINT (7.714032064000037 51.990960979000079)",Unfall 102939 (2019) Kat:2, Licht: 0,102939,2,1,9,03,06,2,1,0,0,1,0,0,0,0
"POINT (7.606230315000062 51.949441583000066)",Unfall 102940 (2019) Kat:2, Licht: 0,102940,2,3,5,03,07,2,1,0,1,1,0,0,0,0
"POINT (7.565463923000038 51.996448492000070)",Unfall 102942 (2019) Kat:2, Licht: 0,102942,2,2,3,03,07,2,1,0,1,1,0,0,0,0
"POINT (7.602742735000049 51.935692837000033)",Unfall 103015 (2019) Kat:3, Licht: 2,103015,3,3,5,03,22,5,0,2,1,1,0,0,0,0
"POINT (7.546135655000057 51.957745898000042)",Unfall 103174 (2019) Kat:3, Licht: 0,103174,3,6,2,03,08,2,1,0,0,0,0,0,1,1
"POINT (7.601707500000032 51.965234276000047)",Unfall 103194 (2019) Kat:3, Licht: 0,103194,3,6,1,03,08,4,0,0,0,1,0,0,0,0
"POINT (7.564601155000048 51.944351531000052)",Unfall 103322 (2019) Kat:3, Licht: 2,103322,3,1,9,03,02,7,0,2,0,1,0,0,0,0
"POINT (7.629993561000049 51.964126965000048)",Unfall 103324 (2019) Kat:3, Licht: 2,103324,3,4,6,03,03,7,0,2,0,1,1,0,0,0
"POINT (7.646994903000064 51.963730424000062)",Unfall 103372 (2019) Kat:3, Licht: 0,103372,3,2,3,03,09,3,0,0,1,1,0,0,0,0
"POINT (7.614752633000023 51.967247237000038)",Unfall 103376 (2019) Kat:2, Licht: 2,103376,2,7,0,03,19,3,1,2,1,0,0,0,0,0
"POINT (7.643993013000056 51.953657712000052)",Unfall 103379 (2019) Kat:3, Licht: 0,103379,3,3,5,03,16,3,0,0,1,1,0,0,0,0
"POINT (7.570898470000032 51.941422078000073)",Unfall 103449 (2019) Kat:2, Licht: 0,103449,2,6,2,03,17,6,0,0,0,1,0,0,1,0
"POINT (7.618386829000031 51.959693474000062)",Unfall 103450 (2019) Kat:3, Licht: 0,103450,3,7,0,03,13,6,0,0,1,0,0,0,0,0
"POINT (7.681839601000036 51.915388998000026)",Unfall 103454 (2019) Kat:3, Licht: 0,103454,3,5,1,03,12,6,0,0,1,1,0,0,0,0
"POINT (7.642987480000045 51.961910183000043)",Unfall 103540 (2019) Kat:3, Licht: 0,103540,3,7,4,03,13,2,0,0,0,1,0,0,0,0
"POINT (7.667507241000067 51.928428708000069)",Unfall 103542 (2019) Kat:3, Licht: 0,103542,3,2,5,03,13,2,0,0,1,1,0,0,0,0
"POINT (7.667940774000044 51.956013618000043)",Unfall 103545 (2019) Kat:3, Licht: 1,103545,3,6,1,03,05,2,1,1,0,1,0,0,0,0
"POINT (7.590527929000075 51.973707638000064)",Unfall 103574 (2019) Kat:3, Licht: 0,103574,3,6,2,03,14,7,0,0,0,1,0,1,0,0
"POINT (7.637980180000056 51.902385157000026)",Unfall 103575 (2019) Kat:3, Licht: 0,103575,3,3,5,03,11,7,0,0,0,1,0,0,0,0
"POINT (7.612350699000047 51.974272033000034)",Unfall 103576 (2019) Kat:2, Licht: 0,103576,2,2,5,03,11,7,0,0,1,0,0,0,1,0
"POINT (7.716579718000048 51.933028839000031)",Unfall 103714 (2019) Kat:2, Licht: 2,103714,2,1,0,03,22,6,0,2,0,0,0,1,0,0
