WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.141913495000040 51.250730245000057)",Unfall 101582 (2019) Kat:3, Licht: 0,101582,3,6,2,03,07,3,1,0,0,1,0,0,0,1
"POINT (7.177343371000063 51.278664531000061)",Unfall 101643 (2019) Kat:3, Licht: 0,101643,3,6,2,03,14,3,0,0,0,1,0,0,0,0
"POINT (7.132470741000077 51.265864264000072)",Unfall 101843 (2019) Kat:3, Licht: 1,101843,3,6,2,03,08,2,2,1,0,1,0,0,0,0
"POINT (7.216722751000020 51.274927012000035)",Unfall 102265 (2019) Kat:3, Licht: 0,102265,3,6,5,03,15,2,0,0,0,1,0,0,0,1
"POINT (7.158165302000043 51.257404389000044)",Unfall 102450 (2019) Kat:3, Licht: 2,102450,3,7,0,03,18,4,1,2,0,1,0,0,0,0
"POINT (7.184228261000044 51.278386563000026)",Unfall 102518 (2019) Kat:3, Licht: 0,102518,3,3,5,03,10,6,1,0,0,1,0,0,0,0
"POINT (7.163011885000060 51.256808696000064)",Unfall 102642 (2019) Kat:3, Licht: 0,102642,3,6,2,03,14,6,0,0,0,1,0,0,0,0
"POINT (7.149645161000024 51.249339851000059)",Unfall 102644 (2019) Kat:3, Licht: 0,102644,3,6,1,03,06,6,0,0,0,1,0,1,0,0
"POINT (7.251053300000024 51.275691795000057)",Unfall 102969 (2019) Kat:3, Licht: 0,102969,3,6,2,03,17,5,0,0,0,1,0,0,0,0
"POINT (7.183646581000062 51.265171929000076)",Unfall 102971 (2019) Kat:3, Licht: 0,102971,3,6,2,03,13,5,0,0,0,1,0,0,0,0
"POINT (7.200192957000070 51.270149096000068)",Unfall 102975 (2019) Kat:3, Licht: 0,102975,3,6,2,03,10,5,0,0,0,1,0,0,0,0
"POINT (7.157956860000070 51.277202223000074)",Unfall 102977 (2019) Kat:3, Licht: 0,102977,3,7,4,03,15,5,0,0,0,1,0,1,0,0
"POINT (7.201814014000036 51.270703924000031)",Unfall 103076 (2019) Kat:3, Licht: 0,103076,3,4,6,03,14,2,1,0,0,1,1,0,0,0
"POINT (7.132321558000058 51.206473945000027)",Unfall 103082 (2019) Kat:3, Licht: 2,103082,3,7,0,03,22,5,0,2,0,0,0,1,0,0
"POINT (7.131095371000072 51.252415030000066)",Unfall 103084 (2019) Kat:3, Licht: 0,103084,3,2,5,03,16,5,0,0,1,1,0,0,0,0
"POINT (7.249613038000064 51.281736677000026)",Unfall 103258 (2019) Kat:2, Licht: 0,103258,2,6,0,03,15,4,0,0,0,1,0,1,0,0
"POINT (7.133710637000036 51.253063177000058)",Unfall 103260 (2019) Kat:2, Licht: 2,103260,2,3,5,03,22,4,0,2,0,1,0,0,0,0
"POINT (7.197857619000047 51.268862649000027)",Unfall 103364 (2019) Kat:1, Licht: 0,103364,1,1,8,03,17,7,0,0,0,0,0,1,0,0
