WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (6.775988287000075 51.440251667000041)",Unfall 99344 (2019) Kat:3, Licht: 2,99344,3,6,2,02,18,3,0,2,0,1,0,0,1,0
"POINT (6.707715427000039 51.362158268000030)",Unfall 99350 (2019) Kat:3, Licht: 0,99350,3,3,1,02,13,6,1,0,1,1,0,0,0,0
"POINT (6.757608013000038 51.480307853000056)",Unfall 99351 (2019) Kat:3, Licht: 2,99351,3,5,1,02,06,6,0,2,0,1,0,0,0,1
"POINT (6.776494241000023 51.441634186000044)",Unfall 99404 (2019) Kat:3, Licht: 2,99404,3,6,3,02,23,6,1,2,0,1,0,0,0,0
"POINT (6.744898503000059 51.445191308000062)",Unfall 99533 (2019) Kat:3, Licht: 0,99533,3,3,5,02,15,5,0,0,1,1,0,0,0,0
"POINT (6.716007548000050 51.478291224000031)",Unfall 99632 (2019) Kat:3, Licht: 0,99632,3,6,2,02,09,2,0,0,0,1,0,0,1,0
"POINT (6.773164946000065 51.370836945000065)",Unfall 99659 (2019) Kat:3, Licht: 0,99659,3,2,4,02,16,6,0,0,0,1,0,1,0,0
"POINT (6.733933968000031 51.477087477000055)",Unfall 99660 (2019) Kat:3, Licht: 0,99660,3,4,6,02,14,6,0,0,0,0,1,0,0,1
"POINT (6.735737282000059 51.527052953000066)",Unfall 99748 (2019) Kat:3, Licht: 0,99748,3,6,1,02,17,1,0,0,0,1,0,0,0,0
"POINT (6.770177590000060 51.461821707000070)",Unfall 99755 (2019) Kat:2, Licht: 0,99755,2,3,3,02,09,6,0,0,0,1,0,0,1,0
"POINT (6.770665902000076 51.482020454000065)",Unfall 99757 (2019) Kat:3, Licht: 0,99757,3,6,2,02,13,6,0,0,0,1,0,0,0,0
"POINT (6.689322857000036 51.436673852000069)",Unfall 99763 (2019) Kat:3, Licht: 2,99763,3,6,2,02,22,6,0,2,0,1,0,0,0,0
"POINT (6.726382513000033 51.438674528000035)",Unfall 99830 (2019) Kat:3, Licht: 0,99830,3,6,2,02,14,1,0,0,0,1,0,0,0,0
"POINT (6.646492672000022 51.392193046000045)",Unfall 99897 (2019) Kat:3, Licht: 0,99897,3,5,1,02,17,5,0,0,0,1,0,1,0,0
"POINT (6.736486209000020 51.414206630000081)",Unfall 99898 (2019) Kat:3, Licht: 0,99898,3,6,2,02,14,5,0,0,0,1,0,0,0,0
"POINT (6.750654447000045 51.459817964000081)",Unfall 99899 (2019) Kat:3, Licht: 0,99899,3,2,5,02,16,5,0,0,1,1,0,0,0,0
"POINT (6.786086279000074 51.422581963000027)",Unfall 99961 (2019) Kat:3, Licht: 0,99961,3,3,5,02,11,7,0,0,1,1,0,0,0,0
"POINT (6.772545536000052 51.487893366000037)",Unfall 100023 (2019) Kat:3, Licht: 0,100023,3,6,2,02,15,2,0,0,0,1,0,0,0,0
"POINT (6.760200650000058 51.375020334000055)",Unfall 100065 (2019) Kat:2, Licht: 0,100065,2,2,5,02,16,4,0,0,0,1,0,0,0,0
"POINT (6.774255041000060 51.463670320000062)",Unfall 100068 (2019) Kat:3, Licht: 0,100068,3,7,8,02,11,4,0,0,0,1,0,0,0,0
"POINT (6.771354392000035 51.487312361000079)",Unfall 100071 (2019) Kat:2, Licht: 0,100071,2,2,5,02,07,4,0,0,1,1,0,0,0,0
"POINT (6.740976504000059 51.454787369000030)",Unfall 100117 (2019) Kat:3, Licht: 2,100117,3,3,5,02,19,4,0,2,0,1,0,1,0,0
"POINT (6.816395576000048 51.491020650000053)",Unfall 100123 (2019) Kat:3, Licht: 0,100123,3,6,2,02,07,5,0,0,0,1,0,0,0,0
"POINT (6.814156902000036 51.441553705000047)",Unfall 100162 (2019) Kat:3, Licht: 0,100162,3,6,3,02,17,5,0,0,0,1,0,0,0,0
"POINT (6.741374619000055 51.517924019000077)",Unfall 100191 (2019) Kat:3, Licht: 1,100191,3,2,5,02,17,2,0,1,1,1,0,0,0,0
"POINT (6.752269451000075 51.391461115000027)",Unfall 100217 (2019) Kat:2, Licht: 0,100217,2,5,1,02,16,3,0,0,0,0,0,1,1,0
"POINT (6.814468528000020 51.487264048000043)",Unfall 100257 (2019) Kat:3, Licht: 2,100257,3,1,8,02,05,3,1,2,0,1,0,0,0,0
"POINT (6.818981528000052 51.495456440000055)",Unfall 100433 (2019) Kat:3, Licht: 0,100433,3,6,2,02,15,7,0,0,0,1,0,0,0,0
"POINT (6.793816039000035 51.480098553000062)",Unfall 100497 (2019) Kat:2, Licht: 0,100497,2,6,3,02,07,6,1,0,0,0,0,0,1,1
"POINT (6.754054001000043 51.463867312000048)",Unfall 100598 (2019) Kat:3, Licht: 2,100598,3,1,4,02,22,5,1,2,0,1,0,0,0,0
"POINT (6.776266729000042 51.492469404000076)",Unfall 100599 (2019) Kat:3, Licht: 2,100599,3,3,5,02,19,5,1,2,1,1,0,0,0,0
"POINT (6.797838541000033 51.498194494000074)",Unfall 100600 (2019) Kat:3, Licht: 0,100600,3,6,2,02,16,5,0,0,0,1,0,0,0,0
"POINT (6.779630181000073 51.371035917000029)",Unfall 100635 (2019) Kat:3, Licht: 1,100635,3,2,5,02,18,4,0,1,1,1,0,0,0,0
"POINT (6.779053262000048 51.424635848000037)",Unfall 100668 (2019) Kat:3, Licht: 0,100668,3,6,3,02,15,3,0,0,0,1,0,0,0,0
"POINT (6.794257204000076 51.483543355000052)",Unfall 100669 (2019) Kat:3, Licht: 0,100669,3,3,5,02,17,3,0,0,0,1,0,0,0,0
"POINT (6.770966461000057 51.497394517000032)",Unfall 100671 (2019) Kat:3, Licht: 2,100671,3,3,5,02,21,3,0,2,1,1,0,0,0,0
"POINT (6.759335788000044 51.419113844000037)",Unfall 100701 (2019) Kat:3, Licht: 2,100701,3,1,0,02,02,4,0,2,0,1,0,0,0,0
"POINT (6.813730778000036 51.440992092000045)",Unfall 100733 (2019) Kat:3, Licht: 0,100733,3,6,2,02,15,3,0,0,0,1,0,0,0,0
"POINT (6.797960844000045 51.497236648000069)",Unfall 100787 (2019) Kat:3, Licht: 0,100787,3,6,3,02,12,4,0,0,0,1,0,0,0,0
"POINT (6.752263826000046 51.409619435000081)",Unfall 100837 (2019) Kat:3, Licht: 0,100837,3,2,5,02,15,4,0,0,1,1,0,0,0,0
"POINT (6.666427425000052 51.354062112000065)",Unfall 100844 (2019) Kat:3, Licht: 1,100844,3,6,2,02,08,2,0,1,0,1,0,0,0,0
"POINT (6.761615342000027 51.431796727000062)",Unfall 100845 (2019) Kat:3, Licht: 0,100845,3,2,6,02,12,2,0,0,0,1,1,0,0,0
"POINT (6.772881941000037 51.494273323000073)",Unfall 100847 (2019) Kat:3, Licht: 0,100847,3,6,2,02,13,2,0,0,0,1,0,0,1,0
"POINT (6.766029064000065 51.473998712000082)",Unfall 100898 (2019) Kat:3, Licht: 0,100898,3,6,2,02,15,2,0,0,0,1,0,0,0,0
"POINT (6.797654403000024 51.433274862000076)",Unfall 100923 (2019) Kat:2, Licht: 0,100923,2,4,6,02,11,4,0,0,0,1,1,0,0,0
"POINT (6.704816190000031 51.435725947000037)",Unfall 101013 (2019) Kat:3, Licht: 0,101013,3,6,2,03,14,1,1,0,0,1,0,0,0,0
"POINT (6.781008377000035 51.445769196000072)",Unfall 101019 (2019) Kat:3, Licht: 0,101019,3,7,8,03,14,1,1,0,0,1,0,0,0,0
"POINT (6.801921749000030 51.456538837000039)",Unfall 101054 (2019) Kat:3, Licht: 0,101054,3,6,2,03,14,6,0,0,0,1,0,0,0,0
"POINT (6.805553621000058 51.441147493000074)",Unfall 101057 (2019) Kat:3, Licht: 2,101057,3,1,8,03,06,6,1,2,0,1,0,0,0,0
